Component_1,Smiles_1,Component_2,Smiles_2,T_EP,X_1,Charge#1,Surf_charge#1,Dipol#1,Moment_HBacc#1,Moment_HBdon#1,Moment_sig2#1,Moment_sig3#1,Moment_sig4#1,Moment_sig5#1,Moment_sig6#1,Charge#2,Surf_charge#2,Dipol#2,Moment_HBacc#2,Moment_HBdon#2,Moment_sig2#2,Moment_sig3#2,Moment_sig4#2,Moment_sig5#2,Moment_sig6#2,mu_c0#1,log10_c0#1,FreeE_c0#1,H_int_c0#1,H_MF_c0#1,H_HB_c0#1,H_vdW_c0#1,mu_c0#2,log10_c0#2,FreeE_c0#2,H_int_c0#2,H_MF_c0#2,H_HB_c0#2,H_vdW_c0#2,mu_c1#1,log10_c1#1,FreeE_c1#1,H_int_c1#1,H_MF_c1#1,H_HB_c1#1,H_vdW_c1#1,mu_c1#2,log10_c1#2,FreeE_c1#2,H_int_c1#2,H_MF_c1#2,H_HB_c1#2,H_vdW_c1#2
Glycerol,OCC(O)CO,"N,N-Diethylethanolammonium chloride",CC[NH+](CC)CCO.[Cl-],275.0,0.75,-0.000404843,-3.197143788115059e-06,5.2353,8.49094,4.14514,118.01716,40.60602,244.5879,128.86707,618.61406,0.00614,3.2349986815009446e-05,13.4725,7.81148,0.01232,125.4675,81.0636,183.32158,210.71698,358.52693,-0.01765,0.91667,-216450.83511,-4.39942,3.63742,-2.5926,-5.44424,0.05364,-7.25127,-519998.4795,-9.95746,3.98931,-5.21735,-8.72942,-3.37513,-4.01331,-216454.19259,-14.24965,2.13114,-11.18652,-5.19427,1.56555,-2.38187,-519996.96759,-3.11549,6.15047,-0.34467,-8.92129
Glycerol,OCC(O)CO,"N,N-Diethylethanolammonium chloride",CC[NH+](CC)CCO.[Cl-],275.0,0.8,-0.000404843,-3.197143788115059e-06,5.2353,8.49094,4.14514,118.01716,40.60602,244.5879,128.86707,618.61406,0.00614,3.2349986815009446e-05,13.4725,7.81148,0.01232,125.4675,81.0636,183.32158,210.71698,358.52693,-0.01765,0.91667,-216450.83511,-4.39942,3.63742,-2.5926,-5.44424,0.05364,-7.25127,-519998.4795,-9.95746,3.98931,-5.21735,-8.72942,-3.37513,-4.01331,-216454.19259,-14.24965,2.13114,-11.18652,-5.19427,1.56555,-2.38187,-519996.96759,-3.11549,6.15047,-0.34467,-8.92129
Glycerol,OCC(O)CO,Phenformin,NC(N)=NC(N)=NCCc1ccccc1,204.0,0.65,-0.000404843,-3.197143788115059e-06,5.2353,8.49094,4.14514,118.01716,40.60602,244.5879,128.86707,618.61406,-0.00484,-1.9892315988781882e-05,1.9758,4.61376,3.73015,137.16214,7.44784,203.11854,37.65354,421.60254,0.81615,1.87598,-216450.00131,-3.56935,3.24879,-1.91852,-4.89962,-2.77228,-5.29109,-416749.42064,-12.26558,3.86077,-5.36765,-10.7587,-3.37401,-4.01134,-216454.19147,-14.24838,2.13135,-11.18551,-5.19422,-0.14724,0.28635,-416746.7956,-5.07187,5.40983,-0.94468,-9.53702
Glycerol,OCC(O)CO,Ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,186.0,0.65,-0.000404843,-3.197143788115059e-06,5.2353,8.49094,4.14514,118.01716,40.60602,244.5879,128.86707,618.61406,0.00929,2.5746784229421196e-05,15.0375,8.36233,1.60599,168.44511,76.10138,240.18797,210.40326,523.80622,-0.99956,-0.8685,-216451.81701,-7.45153,2.84472,-4.87594,-5.42031,-2.04109,-11.60489,-848263.72839,-16.52172,6.38601,-6.65931,-16.24842,-3.37401,-4.01134,-216454.19147,-14.24838,2.13135,-11.18551,-5.19422,-1.945,-8.78768,-848263.63229,-10.90565,7.41292,-1.35447,-16.9641
Glycerol,OCC(O)CO,Tetracycline,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,335.0,0.65,-0.000404843,-3.197143788115059e-06,5.2353,8.49094,4.14514,118.01716,40.60602,244.5879,128.86707,618.61406,0.01387,3.644919940791994e-05,12.4923,7.66471,3.86602,179.44748,52.81362,268.30529,123.2177,580.98096,1.06034,1.93367,-216449.75712,-3.58823,3.26823,-2.19058,-4.66588,-3.03134,-12.34597,-981884.5572,-18.10173,6.02859,-8.06895,-16.06138,-3.37401,-4.01134,-216454.19147,-14.24838,2.13135,-11.18551,-5.19422,-0.36676,-4.40256,-981881.89262,-8.67517,7.34936,-1.52956,-14.49497
Glycerol,OCC(O)CO,Ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,340.0,0.65,-0.000404843,-3.197143788115059e-06,5.2353,8.49094,4.14514,118.01716,40.60602,244.5879,128.86707,618.61406,-0.00542,-1.9873206741006392e-05,3.508,0.46665,0.0,55.30441,3.60532,28.13169,12.00385,30.91315,3.01546,3.05243,-216447.802,-1.55819,3.85809,-0.12574,-5.29054,-4.47053,-2.54547,-913240.92231,-9.27488,4.17539,-0.24462,-13.20565,-3.37401,-4.01134,-216454.19147,-14.24838,2.13135,-11.18551,-5.19422,-5.78862,0.33141,-913242.2404,-10.15789,3.13165,-0.00161,-13.28793
Glycolic Acid,O=C(O)CO,Betaine,C[N+](C)(C)CC(=O)[O-],258.0,0.5,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.0039,2.5314621803444812e-05,15.1887,19.62108,0.1747,168.83939,164.17168,427.21045,696.68085,1454.6301,-0.40483,2.17142,-191037.51376,-2.78203,3.79602,-3.06679,-3.51127,-2.52661,-11.14903,-252583.36989,-21.02677,3.02576,-17.88416,-6.16837,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,6.29354,-1.65929,-252574.54973,2.49216,9.01748,-0.8639,-5.66142
Glycolic Acid,O=C(O)CO,Betaine,C[N+](C)(C)CC(=O)[O-],248.0,0.6,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.0039,2.5314621803444812e-05,15.1887,19.62108,0.1747,168.83939,164.17168,427.21045,696.68085,1454.6301,-0.40483,2.17142,-191037.51376,-2.78203,3.79602,-3.06679,-3.51127,-2.52661,-11.14903,-252583.36989,-21.02677,3.02576,-17.88416,-6.16837,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,6.29354,-1.65929,-252574.54973,2.49216,9.01748,-0.8639,-5.66142
Glycolic Acid,O=C(O)CO,Betaine,C[N+](C)(C)CC(=O)[O-],237.0,0.65,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.0039,2.5314621803444812e-05,15.1887,19.62108,0.1747,168.83939,164.17168,427.21045,696.68085,1454.6301,-0.40483,2.17142,-191037.51376,-2.78203,3.79602,-3.06679,-3.51127,-2.52661,-11.14903,-252583.36989,-21.02677,3.02576,-17.88416,-6.16837,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,6.29354,-1.65929,-252574.54973,2.49216,9.01748,-0.8639,-5.66142
Glycolic Acid,O=C(O)CO,Betaine,C[N+](C)(C)CC(=O)[O-],246.0,0.7,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.0039,2.5314621803444812e-05,15.1887,19.62108,0.1747,168.83939,164.17168,427.21045,696.68085,1454.6301,-0.40483,2.17142,-191037.51376,-2.78203,3.79602,-3.06679,-3.51127,-2.52661,-11.14903,-252583.36989,-21.02677,3.02576,-17.88416,-6.16837,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,6.29354,-1.65929,-252574.54973,2.49216,9.01748,-0.8639,-5.66142
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],563.0,0.05,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],533.0,0.1,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],505.0,0.15,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],478.0,0.2,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],450.0,0.25,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],420.0,0.3,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],388.0,0.35,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],364.0,0.4,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],335.0,0.45,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],302.0,0.5,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],287.0,0.55,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],297.0,0.6,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],301.0,0.65,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],307.0,0.7,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],314.0,0.75,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],322.0,0.8,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],330.0,0.85,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],338.0,0.9,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Glycolic Acid,O=C(O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],345.0,0.95,0.00135,1.3110012524431966e-05,4.3584,4.89434,6.22324,111.15553,-4.2688,231.72378,-54.84575,610.99045,0.00928,5.241468169122974e-05,18.3247,15.03954,0.22904,171.97445,120.10604,311.40097,376.89066,713.98177,0.86371,3.17657,-191036.24522,-1.00766,3.77907,-1.3661,-3.42063,-1.16854,-11.99495,-495312.17778,-17.44552,3.46696,-13.27155,-7.64093,-1.11199,-0.48022,-191038.22093,-10.16195,1.83244,-8.42407,-3.57032,5.74815,-1.9424,-495305.26108,1.34719,8.54801,-0.4999,-6.70093
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,[N1111]Cl,C[N+](C)(C)C.[Cl-],558.0,0.1,-0.01243,-3.3821596006015076e-05,2.2189,3.49038,1.46162,56.6384,21.60757,96.63354,63.19049,241.06724,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,-0.87668,4.97835,-442797.1744,1.38681,14.7187,-0.42548,-12.90641,4.80551,-9.54287,-423407.57192,-15.12846,4.73051,-11.97499,-7.88398,-10.0533,-2.93028,-442806.35101,-18.91103,2.13648,-2.95604,-18.09147,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,[N1111]Cl,C[N+](C)(C)C.[Cl-],454.0,0.2,-0.01243,-3.3821596006015076e-05,2.2189,3.49038,1.46162,56.6384,21.60757,96.63354,63.19049,241.06724,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,-0.87668,4.97835,-442797.1744,1.38681,14.7187,-0.42548,-12.90641,4.80551,-9.54287,-423407.57192,-15.12846,4.73051,-11.97499,-7.88398,-10.0533,-2.93028,-442806.35101,-18.91103,2.13648,-2.95604,-18.09147,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,[N1111]Cl,C[N+](C)(C)C.[Cl-],402.0,0.3,-0.01243,-3.3821596006015076e-05,2.2189,3.49038,1.46162,56.6384,21.60757,96.63354,63.19049,241.06724,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,-0.87668,4.97835,-442797.1744,1.38681,14.7187,-0.42548,-12.90641,4.80551,-9.54287,-423407.57192,-15.12846,4.73051,-11.97499,-7.88398,-10.0533,-2.93028,-442806.35101,-18.91103,2.13648,-2.95604,-18.09147,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,[N1111]Cl,C[N+](C)(C)C.[Cl-],332.0,0.4,-0.01243,-3.3821596006015076e-05,2.2189,3.49038,1.46162,56.6384,21.60757,96.63354,63.19049,241.06724,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,-0.87668,4.97835,-442797.1744,1.38681,14.7187,-0.42548,-12.90641,4.80551,-9.54287,-423407.57192,-15.12846,4.73051,-11.97499,-7.88398,-10.0533,-2.93028,-442806.35101,-18.91103,2.13648,-2.95604,-18.09147,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,[N1111]Cl,C[N+](C)(C)C.[Cl-],330.0,0.5,-0.01243,-3.3821596006015076e-05,2.2189,3.49038,1.46162,56.6384,21.60757,96.63354,63.19049,241.06724,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,-0.87668,4.97835,-442797.1744,1.38681,14.7187,-0.42548,-12.90641,4.80551,-9.54287,-423407.57192,-15.12846,4.73051,-11.97499,-7.88398,-10.0533,-2.93028,-442806.35101,-18.91103,2.13648,-2.95604,-18.09147,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,[N1111]Cl,C[N+](C)(C)C.[Cl-],328.0,0.6,-0.01243,-3.3821596006015076e-05,2.2189,3.49038,1.46162,56.6384,21.60757,96.63354,63.19049,241.06724,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,-0.87668,4.97835,-442797.1744,1.38681,14.7187,-0.42548,-12.90641,4.80551,-9.54287,-423407.57192,-15.12846,4.73051,-11.97499,-7.88398,-10.0533,-2.93028,-442806.35101,-18.91103,2.13648,-2.95604,-18.09147,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,[N1111]Cl,C[N+](C)(C)C.[Cl-],329.0,0.7,-0.01243,-3.3821596006015076e-05,2.2189,3.49038,1.46162,56.6384,21.60757,96.63354,63.19049,241.06724,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,-0.87668,4.97835,-442797.1744,1.38681,14.7187,-0.42548,-12.90641,4.80551,-9.54287,-423407.57192,-15.12846,4.73051,-11.97499,-7.88398,-10.0533,-2.93028,-442806.35101,-18.91103,2.13648,-2.95604,-18.09147,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,[N1111]Cl,C[N+](C)(C)C.[Cl-],330.0,0.8,-0.01243,-3.3821596006015076e-05,2.2189,3.49038,1.46162,56.6384,21.60757,96.63354,63.19049,241.06724,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,-0.87668,4.97835,-442797.1744,1.38681,14.7187,-0.42548,-12.90641,4.80551,-9.54287,-423407.57192,-15.12846,4.73051,-11.97499,-7.88398,-10.0533,-2.93028,-442806.35101,-18.91103,2.13648,-2.95604,-18.09147,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,[N1111]Cl,C[N+](C)(C)C.[Cl-],332.0,0.9,-0.01243,-3.3821596006015076e-05,2.2189,3.49038,1.46162,56.6384,21.60757,96.63354,63.19049,241.06724,0.00807,5.099807723977931e-05,17.2232,19.09724,0.19572,170.1339,149.64807,378.58677,542.17926,1051.1653,-0.87668,4.97835,-442797.1744,1.38681,14.7187,-0.42548,-12.90641,4.80551,-9.54287,-423407.57192,-15.12846,4.73051,-11.97499,-7.88398,-10.0533,-2.93028,-442806.35101,-18.91103,2.13648,-2.95604,-18.09147,6.86588,-1.05939,-423405.51155,3.4028,9.76692,-0.47605,-5.88808
Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],337.0,0.1,-0.01243,-3.3821596006015076e-05,2.2189,3.49038,1.46162,56.6384,21.60757,96.63354,63.19049,241.06724,0.0092,2.6525055163465265e-05,18.0212,22.38877,0.00498,171.02564,201.27367,428.89008,739.19381,1411.34826,-9.79656,-2.20594,-442806.09428,-15.03026,5.68796,-2.55629,-18.16192,-3.20298,-13.41563,-719521.17307,-26.85534,4.33107,-13.85952,-17.3269,-10.0533,-2.93028,-442806.35101,-18.91103,2.13648,-2.95604,-18.09147,0.74069,-9.75154,-719517.2294,-7.15157,10.96627,-0.57698,-17.54086
